,区,单价,小区,层,总价,房型,房龄,板块,网址,面积
54,浦东,58809,上南十村,低区/6层,252,1室1厅,1993,世博,/ershoufang/sh4763791.html,42.85
55,浦东,62090,金杨新村五街坊,低区/6层,275,1室1厅,1994,金杨,/ershoufang/sh4757730.html,44.29
56,浦东,60469,东明苑,高区/6层,268,1室1厅,1996,世博,/ershoufang/sh4751613.html,44.32
57,浦东,58619,锦南浦三小区,低区/6层,203,1室0厅,1995,南码头,/ershoufang/sh4748508.html,34.63
58,浦东,59016,临沂六村,中区/6层,270,2室0厅,1991,南码头,/ershoufang/sh4746965.html,45.75
59,浦东,54173,凌兆新村（凌兆路379弄）,中区/6层,270,1室1厅,1996,三林,/ershoufang/sh4741312.html,49.84
60,浦东,62748,金杨新村三街坊,高区/6层,268,1室1厅,1995,金杨,/ershoufang/sh4740222.html,42.71
61,浦东,55248,凌高小区,高区/24层,270,1室1厅,1995,洋泾,/ershoufang/sh4734964.html,48.87
62,浦东,12271,潍坊十村,高区/6层,410,1室0厅,1985,潍坊,/ershoufang/sh4724963.html,33.41
63,浦东,51308,城南路380弄,中区/5层,196,2室1厅,1981,川沙,/ershoufang/sh4721571.html,38.2
64,浦东,61927,阳光二村,中区/5层,230,1室1厅,1994,洋泾,/ershoufang/sh4719783.html,37.14
65,浦东,63414,惠德新邨,中区/6层,260,1室1厅,1996,北蔡,/ershoufang/sh4702825.html,41.0
66,浦东,56490,东陆新村七街坊,高区/6层,235,1室1厅,1997,金桥,/ershoufang/sh4688675.html,41.6
67,浦东,10537,潍坊九村,高区/6层,410,1室1厅,1987,潍坊,/ershoufang/sh4687179.html,38.91
68,浦东,78691,兰园小区,中区/6层,380,2室0厅,1988,陆家嘴,/ershoufang/sh4679643.html,48.29
69,浦东,60327,临沂七村,中区/6层,295,2室0厅,1990,南码头,/ershoufang/sh4676759.html,48.9
70,浦东,57640,临沂六村,高区/6层,215,1室1厅,1991,南码头,/ershoufang/sh4670186.html,37.3
71,浦东,58997,上南十村,高区/6层,260,1室1厅,1989,世博,/ershoufang/sh4652412.html,44.07
72,浦东,59939,金杨新村三街坊,高区/7层,256,1室1厅,1995,金杨,/ershoufang/sh4649374.html,42.71
73,浦东,58056,港机新村,中区/5层,245,2室0厅,1980,南码头,/ershoufang/sh4643374.html,42.2
74,浦东,60028,浦发绿城,低区/6层,290,1室1厅,2004,三林,/ershoufang/sh4631580.html,48.31
75,浦东,58654,济阳三村,中区/6层,265,1室1厅,1993,世博,/ershoufang/sh4622001.html,45.18
76,浦东,73145,东明新村,中区/6层,280,1室1厅,1978,陆家嘴,/ershoufang/sh4594177.html,38.28
77,浦东,55872,上南六村,高区/6层,235,1室2厅,1985,世博,/ershoufang/sh4584174.html,42.06
78,浦东,55906,南杨小区（长清路）,高区/6层,230,1室1厅,1995,三林,/ershoufang/sh4578071.html,41.14
79,浦东,52618,东三里桥路170弄,高区/6层,205,1室1厅,1979,南码头,/ershoufang/sh4565999.html,38.96
80,浦东,54669,济阳一村,高区/6层,240,1室1厅,1990,世博,/ershoufang/sh4564151.html,43.9
81,浦东,60644,南江苑,中区/6层,290,1室1厅,1998,三林,/ershoufang/sh4546753.html,47.82
82,浦东,60644,南江苑,中区/6层,290,1室1厅,1998,三林,/ershoufang/sh4546748.html,47.82
83,浦东,66821,塘桥小区,中区/5层,230,1室1厅,1976,塘桥,/ershoufang/sh4535867.html,34.42
84,浦东,57824,中大苑,中区/6层,235,1室1厅,1996,金桥,/ershoufang/sh4520355.html,40.64
85,浦东,90185,牡丹小区（浦东）,中区/6层,340,1室1厅,1993,花木,/ershoufang/sh4511381.html,37.7
86,浦东,58895,安临小区,低区/6层,240,1室1厅,1992,三林,/ershoufang/sh4499236.html,40.75
87,浦东,59425,德州四村,高区/6层,215,1室0厅,1987,世博,/ershoufang/sh4435374.html,36.18
88,浦东,63659,崂山四村,中区/5层,230,1室1厅,1958,陆家嘴,/ershoufang/sh4370014.html,36.13
89,浦东,65280,云台一小区,高区/6层,270,1室1厅,1994,世博,/ershoufang/sh4648363.html,41.36
90,浦东,58936,临沂八村,高区/6层,215,1室1厅,1989,南码头,/ershoufang/sh4827091.html,36.48
91,浦东,71476,潍坊三村,中区/5层,320,1室1厅,1994,潍坊,/ershoufang/sh4806105.html,44.77
92,浦东,10823,潍坊路150号,高区/6层,410,1室0厅,1985,潍坊,/ershoufang/sh4804721.html,37.88
93,浦东,99253,梅园三村,高区/5层,359,1室1厅,1982,源深,/ershoufang/sh4795381.html,36.17
94,浦东,60043,思浦小区,中区/6层,220,1室1厅,1986,三林,/ershoufang/sh4774763.html,36.64
95,浦东,57712,德州二村,高区/5层,220,1室1厅,1985,世博,/ershoufang/sh4769182.html,38.12
96,浦东,53763,临沂六村,高区/6层,200,1室1厅,1991,南码头,/ershoufang/sh4766361.html,37.2
97,浦东,69611,金桥新村四街坊（博兴路986弄）,中区/6层,290,1室1厅,1997,金桥,/ershoufang/sh4763943.html,41.66
98,浦东,10290,潍坊八村,低区/6层,290,1室1厅,1984,潍坊,/ershoufang/sh4734494.html,28.18
99,浦东,64458,云台二小区,低区/6层,290,1室1厅,1995,世博,/ershoufang/sh4727411.html,44.99
100,浦东,58045,临沂六村,中区/6层,215,1室1厅,1992,南码头,/ershoufang/sh4711750.html,37.04
101,浦东,58924,金杨新村五街坊,低区/6层,275,1室1厅,1994,金杨,/ershoufang/sh4707757.html,46.67
102,浦东,60285,临沂六村,高区/6层,211,1室1厅,1989,南码头,/ershoufang/sh4699673.html,35.0
103,浦东,77655,陈家门小区,高区/6层,375,1室1厅,1987,源深,/ershoufang/sh4686894.html,48.29
104,浦东,59840,金杨新村十街坊,低区/6层,225,1室1厅,1995,金杨,/ershoufang/sh4685115.html,37.6
105,浦东,49247,城南路368弄,高区/5层,193,2室1厅,1981,川沙,/ershoufang/sh4678694.html,39.19
106,浦东,53813,昌七小区,高区/6层,242,1室1厅,1996,世博,/ershoufang/sh4668374.html,44.97
107,浦东,59431,思浦小区,中区/6层,230,1室1厅,1986,三林,/ershoufang/sh4659695.html,38.7
108,浦东,59080,艾东小区,高区/6层,270,1室1厅,1995,北蔡,/ershoufang/sh4630225.html,45.7
109,浦东,87697,牡丹小区（浦东）,高区/6层,360,1室1厅,1995,花木,/ershoufang/sh4625691.html,41.05
110,浦东,63681,金光小区,高区/6层,310,1室1厅,1997,三林,/ershoufang/sh4580992.html,48.68
111,浦东,53442,临沂六村,高区/6层,215,1室1厅,1991,南码头,/ershoufang/sh4563925.html,40.23
112,浦东,80833,东园二村,高区/7层,388,1室1厅,1987,陆家嘴,/ershoufang/sh4540634.html,48.0
113,浦东,76198,潍坊五村,高区/6层,275,1室1厅,1984,潍坊,/ershoufang/sh4536894.html,36.09
114,浦东,71218,潍坊八村,高区/6层,290,1室1厅,1985,潍坊,/ershoufang/sh4515956.html,40.72
115,浦东,56462,金杨七街坊,中区/6层,280,1室1厅,1995,金杨,/ershoufang/sh4508756.html,49.59
116,浦东,57048,临沂七村,高区/6层,225,1室1厅,1990,南码头,/ershoufang/sh4358707.html,39.44
117,浦东,46341,东义路21弄,低区/6层,190,2室1厅,1986,外高桥,/ershoufang/sh4549096.html,41.0
118,浦东,55472,新领地,中区/29层,260,1室1厅,2002,花木,/ershoufang/sh4565603.html,46.87
119,浦东,59090,玉泉街81号,中区/6层,195,1室1厅,1995,三林,/ershoufang/sh4823791.html,33.0
120,浦东,60354,临沂二村,中区/6层,225,1室1厅,1986,南码头,/ershoufang/sh4808277.html,37.28
121,浦东,64892,上钢十村,高区/6层,300,2室0厅,1984,世博,/ershoufang/sh4794277.html,46.23
122,浦东,73553,上南二村,高区/6层,220,1室0厅,1981,世博,/ershoufang/sh4787574.html,29.91
123,浦东,71428,上南六村,高区/6层,205,1室0厅,1986,世博,/ershoufang/sh4780881.html,28.7
124,浦东,54347,莱阳北小区,高区/6层,245,1室1厅,1990,金桥,/ershoufang/sh4776975.html,45.08
125,浦东,60571,德州三村,低区/6层,212,1室1厅,1988,世博,/ershoufang/sh4768163.html,35.0
126,浦东,58757,上钢十村,高区/6层,208,1室1厅,1986,世博,/ershoufang/sh4763571.html,35.4
127,浦东,95288,梅园一街坊,高区/6层,360,1室1厅,1986,源深,/ershoufang/sh4756832.html,37.78
128,浦东,60799,浦东南路3649弄,中区/6层,210,1室0厅,3649,南码头,/ershoufang/sh4727760.html,34.54
129,浦东,61877,上南七村,高区/6层,230,1室1厅,1985,世博,/ershoufang/sh4698841.html,37.17
130,浦东,58019,临沂一村,高区/6层,225,1室1厅,1985,南码头,/ershoufang/sh4698025.html,38.78
131,浦东,57555,昌五小区,高区/6层,243,1室1厅,1994,世博,/ershoufang/sh4694626.html,42.22
132,浦东,59226,新世纪花苑（二期）（浦东）,低区/7层,285,1室1厅,1996,世博,/ershoufang/sh4690025.html,48.12
133,浦东,59340,恒大小区,低区/6层,270,1室1厅,1996,世博,/ershoufang/sh4666879.html,45.5
134,浦东,62929,上南十二村,低区/6层,220,1室0厅,1994,世博,/ershoufang/sh4661496.html,34.96
135,浦东,89526,双桥小区,高区/6层,365,1室1厅,1997,金桥,/ershoufang/sh4656916.html,40.77
136,浦东,56739,济阳一村,高区/6层,245,1室1厅,1989,世博,/ershoufang/sh4648168.html,43.18
137,浦东,76735,金杨六街坊,中区/6层,315,1室1厅,1994,金杨,/ershoufang/sh4605334.html,41.05
138,浦东,62362,齐二小区,高区/6层,255,1室1厅,1994,世博,/ershoufang/sh4576616.html,40.89
139,浦东,57065,东三里桥路160弄,高区/6层,210,1室0厅,1985,南码头,/ershoufang/sh4632284.html,36.8
140,浦东,54815,临沂二村,高区/6层,218,1室1厅,1986,南码头,/ershoufang/sh4557718.html,39.77
141,浦东,65217,培花七村,高区/6层,300,1室1厅,1994,北蔡,/ershoufang/sh4817606.html,46.0
142,浦东,72727,招远小区,高区/5层,280,1室1厅,1954,陆家嘴,/ershoufang/sh4815174.html,38.5
143,浦东,56904,凌兆新村（上浦路69弄）,高区/6层,239,1室1厅,1995,三林,/ershoufang/sh4808324.html,42.0
144,浦东,54761,德州四村,中区/6层,230,1室0厅,1987,世博,/ershoufang/sh4804252.html,42.0
145,浦东,61148,上钢四村,高区/5层,198,1室0厅,1980,世博,/ershoufang/sh4748225.html,32.38
146,浦东,57781,济阳三村,高区/6层,238,1室1厅,1993,世博,/ershoufang/sh4724270.html,41.19
147,浦东,64449,西镇小区（浦东）,高区/6层,250,1室1厅,1991,洋泾,/ershoufang/sh4718444.html,38.79
148,浦东,63202,培花七村,高区/6层,315,2室1厅,1996,北蔡,/ershoufang/sh4692317.html,49.84
149,浦东,51037,绿川小区,低区/6层,246,1室1厅,1997,北蔡,/ershoufang/sh4758951.html,48.2
150,浦东,34324,荡湾新村,中区/6层,135,1室1厅,1987,惠南,/ershoufang/sh4754324.html,39.33
151,浦东,60803,芳雅苑,高区/6层,280,1室1厅,1995,北蔡,/ershoufang/sh4744391.html,46.05
152,浦东,60706,沪南船舶小区,高区/6层,275,1室1厅,1995,金桥,/ershoufang/sh4723296.html,45.3
153,浦东,43623,城西小区,中区/6层,170,1室1厅,1988,川沙,/ershoufang/sh4652611.html,38.97
154,浦东,60240,芳雅苑,高区/7层,275,1室1厅,1995,北蔡,/ershoufang/sh4631259.html,45.65
155,浦东,51867,绿川小区,低区/6层,250,1室1厅,1997,北蔡,/ershoufang/sh4605715.html,48.2
156,浦东,79365,凌四小区,低区/6层,300,1室1厅,1988,洋泾,/ershoufang/sh4575587.html,37.8
157,浦东,91140,金桥酒店公寓,低区/19层,430,1室0厅,1997,碧云,/ershoufang/sh4306650.html,47.18
158,浦东,62639,金杨二街坊,高区/6层,280,1室1厅,1995,金杨,/ershoufang/sh4773669.html,44.7
159,浦东,92161,羽北小区,高区/6层,435,1室1厅,1994,洋泾,/ershoufang/sh4771267.html,47.2
160,浦东,63958,金杨新村三街坊,低区/6层,285,2室1厅,1995,金杨,/ershoufang/sh4770600.html,44.56
161,浦东,66011,金杨二街坊,高区/6层,289,1室1厅,1995,金杨,/ershoufang/sh4733504.html,43.78
162,浦东,57571,香山新村东北街坊,高区/6层,265,1室1厅,1995,金杨,/ershoufang/sh4701742.html,46.03
163,浦东,47231,海高二村,高区/6层,180,1室1厅,1994,外高桥,/ershoufang/sh4673013.html,38.11
164,浦东,64237,金光小区,低区/6层,275,1室1厅,1997,三林,/ershoufang/sh4657378.html,42.81
165,浦东,52329,东一小区,低区/6层,255,1室1厅,1996,金桥,/ershoufang/sh4644855.html,48.73
166,浦东,60037,培花久远公寓,高区/6层,285,1室1厅,1997,北蔡,/ershoufang/sh4643165.html,47.47
167,浦东,74735,宁阳小区,中区/6层,205,1室0厅,1990,塘桥,/ershoufang/sh4621493.html,27.43
168,浦东,66526,南泉小区,低区/6层,285,2室1厅,1989,塘桥,/ershoufang/sh4613756.html,42.84
169,浦东,64410,思浦小区,中区/6层,236,1室1厅,1986,三林,/ershoufang/sh4599421.html,36.64
170,浦东,80196,竹园新村（浦东）,高区/6层,360,1室1厅,1988,源深,/ershoufang/sh4575482.html,44.89
171,浦东,55238,东陆新村二街坊,高区/6层,232,1室1厅,1995,金桥,/ershoufang/sh4531335.html,42.0
172,浦东,51884,寿一小区,低区/6层,245,1室1厅,1987,金桥,/ershoufang/sh4519575.html,47.22
173,浦东,81126,双桥小区,高区/6层,340,1室1厅,1997,金桥,/ershoufang/sh4203722.html,41.91
174,浦东,11174,梅园七街坊,低区/6层,450,1室1厅,1986,源深,/ershoufang/sh4827290.html,40.27
175,浦东,12206,潍坊十村,高区/6层,400,1室1厅,1985,潍坊,/ershoufang/sh4824123.html,32.77
176,浦东,11197,潍坊六村,中区/6层,405,1室1厅,1983,潍坊,/ershoufang/sh4816605.html,36.17
177,浦东,11474,潍坊十村,高区/6层,435,1室0厅,1985,潍坊,/ershoufang/sh4816502.html,37.91
178,浦东,45443,城南路374弄,高区/6层,186,1室1厅,1988,川沙,/ershoufang/sh4814670.html,40.93
179,浦东,10804,梅园三街坊,低区/6层,537,2室1厅,1985,源深,/ershoufang/sh4800502.html,49.7
180,浦东,55688,荷三小区,高区/6层,232,1室1厅,1993,金桥,/ershoufang/sh4789445.html,41.66
181,浦东,63965,上南十一村,高区/6层,300,2室1厅,1993,世博,/ershoufang/sh4787271.html,46.9
182,浦东,69632,潍坊四村,高区/6层,288,1室1厅,1982,潍坊,/ershoufang/sh4778012.html,41.36
183,浦东,59654,临沂六村,低区/6层,228,1室1厅,1991,南码头,/ershoufang/sh4770326.html,38.22
184,浦东,11041,巨东小区,中区/6层,420,1室1厅,1994,洋泾,/ershoufang/sh4765954.html,38.04
185,浦东,45116,南桥路305号,中区/5层,200,1室1厅,1982,川沙,/ershoufang/sh4764404.html,44.33
186,浦东,56226,德州四村,中区/6层,205,1室0厅,1988,世博,/ershoufang/sh4763845.html,36.46
187,浦东,14817,潍坊九村,低区/6层,410,1室0厅,1986,潍坊,/ershoufang/sh4760424.html,27.67
188,浦东,66156,上南二村,低区/6层,320,2室0厅,1981,世博,/ershoufang/sh4756399.html,48.37
189,浦东,61210,博山小区,中区/6层,270,1室1厅,1987,洋泾,/ershoufang/sh4748379.html,44.11
190,浦东,11262,泉东小区,低区/6层,480,1室1厅,1987,潍坊,/ershoufang/sh4746280.html,42.62
191,浦东,65694,培育苑,低区/6层,320,1室1厅,1996,北蔡,/ershoufang/sh4743287.html,48.71
192,浦东,55721,临沂六村,高区/6层,243,2室0厅,1993,南码头,/ershoufang/sh4739203.html,43.61
193,浦东,62500,上钢七村,低区/6层,200,1室0厅,1983,世博,/ershoufang/sh4737778.html,32.0
194,浦东,10702,泉东（二）小区,高区/6层,440,1室1厅,1988,潍坊,/ershoufang/sh4733873.html,41.11
195,浦东,46842,新德四村,中区/6层,178,1室1厅,1995,川沙,/ershoufang/sh4732838.html,38.0
196,浦东,74374,上南一村,低区/6层,220,1室0厅,1982,世博,/ershoufang/sh4728262.html,29.58
197,浦东,64087,艾东小区,中区/6层,270,1室1厅,1995,北蔡,/ershoufang/sh4725036.html,42.13
198,浦东,96741,潍坊十村,中区/6层,475,2室1厅,1985,潍坊,/ershoufang/sh4723157.html,49.1
199,浦东,10059,崮山小区一街坊,低区/6层,460,1室1厅,2000,洋泾,/ershoufang/sh4722034.html,45.73
200,浦东,11919,梅园七街坊,高区/6层,480,1室1厅,1986,源深,/ershoufang/sh4712322.html,40.27
201,浦东,10302,崮山小区二街坊,高区/6层,490,1室1厅,1999,洋泾,/ershoufang/sh4712090.html,47.56
202,浦东,65641,培育苑,高区/7层,320,1室1厅,1996,北蔡,/ershoufang/sh4710633.html,48.75
203,浦东,82500,乳山五村,中区/6层,330,1室1厅,1983,陆家嘴,/ershoufang/sh4704879.html,40.0
204,浦东,70730,博山小区,低区/6层,275,1室2厅,1987,洋泾,/ershoufang/sh4699052.html,38.88
205,浦东,62714,罗山三村,低区/6层,256,2室1厅,1994,金杨,/ershoufang/sh4698302.html,40.82
206,浦东,10912,泉东（二）小区,中区/6层,475,2室0厅,1988,潍坊,/ershoufang/sh4697416.html,43.53
207,浦东,64556,上南一村,中区/6层,312,2室0厅,1982,世博,/ershoufang/sh4691265.html,48.33
208,浦东,60100,济阳三村,低区/6层,252,1室1厅,1993,世博,/ershoufang/sh4691242.html,41.93
209,浦东,57696,临沂六村,高区/6层,268,2室0厅,1993,南码头,/ershoufang/sh4687940.html,46.45
210,浦东,69148,金杨新村十街坊,中区/6层,260,1室1厅,1998,金杨,/ershoufang/sh4687473.html,37.6
211,浦东,61596,上南十村,低区/5层,247,1室1厅,1989,世博,/ershoufang/sh4687131.html,40.1
212,浦东,70216,博山小区,低区/6层,273,1室1厅,1987,洋泾,/ershoufang/sh4676620.html,38.88
213,浦东,81632,竹园新村（浦东）,高区/6层,348,1室1厅,1987,源深,/ershoufang/sh4663188.html,42.63
214,浦东,50116,富特四村,低区/6层,215,1室1厅,1993,外高桥,/ershoufang/sh4660140.html,42.9
215,浦东,94523,梅园一街坊,低区/6层,340,1室1厅,1986,源深,/ershoufang/sh4651940.html,35.97
216,浦东,45000,富特五村,高区/6层,207,1室1厅,1993,外高桥,/ershoufang/sh4651168.html,46.0
217,浦东,62458,培花七村,中区/6层,285,1室1厅,1994,北蔡,/ershoufang/sh4644673.html,45.63
218,浦东,83577,潍坊五村,低区/6层,285,1室0厅,1982,潍坊,/ershoufang/sh4639662.html,34.1
219,浦东,78985,源竹小区（南片）,高区/6层,330,1室1厅,1988,源深,/ershoufang/sh4636431.html,41.78
220,浦东,84063,竹园新村（浦东）,中区/6层,355,1室1厅,1987,源深,/ershoufang/sh4635479.html,42.23
221,浦东,69605,文兰小区,高区/6层,270,1室0厅,1992,塘桥,/ershoufang/sh4628874.html,38.79
222,浦东,77655,陈家门小区,中区/6层,375,1室1厅,1988,源深,/ershoufang/sh4617599.html,48.29
223,浦东,58164,罗山六村,低区/6层,270,1室1厅,1990,金杨,/ershoufang/sh4615908.html,46.42
224,浦东,54709,沈家宅,高区/6层,237,1室1厅,unknow,南码头,/ershoufang/sh4613019.html,43.32
225,浦东,71008,潍坊五村,中区/6层,350,2室0厅,1983,潍坊,/ershoufang/sh4607628.html,49.29
226,浦东,49915,华高一村,低区/6层,235,1室1厅,1996,高行,/ershoufang/sh4606739.html,47.08
227,浦东,67855,临沂三村,高区/6层,255,2室1厅,1989,南码头,/ershoufang/sh4591533.html,37.58
228,浦东,65694,潍坊三村,高区/6层,320,2室1厅,1985,潍坊,/ershoufang/sh4573561.html,48.71
229,浦东,53368,昌七小区,高区/6层,240,1室1厅,1996,世博,/ershoufang/sh4569088.html,44.97
230,浦东,79957,潍坊三村,低区/5层,375,2室0厅,1986,潍坊,/ershoufang/sh4537223.html,46.9
231,浦东,65263,上南三村,中区/6层,310,2室0厅,1983,世博,/ershoufang/sh4530078.html,47.5
232,浦东,55952,昌七小区,高区/6层,235,1室1厅,1995,世博,/ershoufang/sh4501871.html,42.0
233,浦东,11778,泉东小区,中区/6层,455,1室1厅,1987,潍坊,/ershoufang/sh4473493.html,38.63
234,浦东,69207,潍坊三村,中区/6层,325,2室1厅,1979,潍坊,/ershoufang/sh4449690.html,46.96
235,浦东,76383,牡丹小区（浦东）,高区/6层,370,1室2厅,1997,花木,/ershoufang/sh4438482.html,48.44
236,浦东,62658,德州四村,中区/6层,198,1室0厅,1988,世博,/ershoufang/sh4382139.html,31.6
237,浦东,81695,竹园新村（浦东）,高区/6层,345,1室1厅,1989,源深,/ershoufang/sh4243576.html,42.23
238,浦东,65468,由由五村,中区/6层,295,1室1厅,1996,北蔡,/ershoufang/sh4775119.html,45.06
239,浦东,55082,临沂三村,高区/6层,207,1室0厅,1987,南码头,/ershoufang/sh4766383.html,37.58
240,浦东,60906,东三街100号,高区/6层,215,1室1厅,1983,南码头,/ershoufang/sh4749193.html,35.3
241,浦东,60538,金杨二街坊,高区/6层,270,1室1厅,1995,金杨,/ershoufang/sh4744489.html,44.6
242,浦东,55222,临沂五村,中区/6层,230,1室1厅,1991,南码头,/ershoufang/sh4709006.html,41.65
243,浦东,57606,上钢四村,高区/6层,245,1室1厅,1980,世博,/ershoufang/sh4701754.html,42.53
244,浦东,56746,临沂六村,高区/6层,225,1室1厅,1989,南码头,/ershoufang/sh4698872.html,39.65
245,浦东,68965,昌里路140号,高区/6层,200,1室1厅,1984,世博,/ershoufang/sh4621415.html,29.0
246,浦东,57142,德州七村,高区/6层,240,1室1厅,1991,世博,/ershoufang/sh4602191.html,42.0
247,浦东,50332,康花新村,高区/6层,250,1室1厅,1996,三林,/ershoufang/sh4359118.html,49.67
248,浦东,58839,上南七村,高区/6层,216,1室1厅,1985,世博,/ershoufang/sh4832368.html,36.71
